"keyword_id","phrase","group_id","decision","reason"
"kw-corv01-disc-2274","маркировка лекарств средств","CORV-G06-08","EXCLUDE REGULATORY","EXCLUDE REGULATORY: «маркировка лекарств средств» — generic_pharma_listing_not_1c_service; не соответствует платной услуге «Маркировка лекарств в 1С»."
"kw-corv01-disc-2263","маркировка лекарств честный знак личный кабинет","CORV-G06-08","EXCLUDE INFORMATIONAL","EXCLUDE INFORMATIONAL: «маркировка лекарств честный знак личный кабинет» — personal_cabinet_access_not_service; не соответствует платной услуге «Маркировка лекарств в 1С»."
"kw-corv01-disc-2275","маркировка лекарства с какого","CORV-G06-08","EXCLUDE REGULATORY","EXCLUDE REGULATORY: «маркировка лекарства с какого» — regulatory_timeline_or_scope_research; не соответствует платной услуге «Маркировка лекарств в 1С»."
"kw-corv01-disc-2266","обязательной маркировки лекарств","CORV-G06-08","EXCLUDE REGULATORY","EXCLUDE REGULATORY: «обязательной маркировки лекарств» — regulatory_timeline_or_scope_research; не соответствует платной услуге «Маркировка лекарств в 1С»."
"kw-corv01-disc-2312","автозапчасти попадают под маркировку","CORV-G06-10","EXCLUDE REGULATORY","EXCLUDE REGULATORY: «автозапчасти попадают под маркировку» — regulatory_timeline_or_scope_research; не соответствует платной услуге «Маркировка автозапчастей в 1С»."
"kw-corv01-disc-2311","когда начнется маркировка автозапчастей","CORV-G06-10","EXCLUDE REGULATORY","EXCLUDE REGULATORY: «когда начнется маркировка автозапчастей» — regulatory_timeline_or_scope_research; не соответствует платной услуге «Маркировка автозапчастей в 1С»."
"kw-corv01-disc-2313","маркировка автозапчастей с какого года","CORV-G06-10","EXCLUDE REGULATORY","EXCLUDE REGULATORY: «маркировка автозапчастей с какого года» — regulatory_timeline_or_scope_research; не соответствует платной услуге «Маркировка автозапчастей в 1С»."
"kw-corv01-disc-2299","обязательная маркировка автозапчастей","CORV-G06-10","EXCLUDE REGULATORY","EXCLUDE REGULATORY: «обязательная маркировка автозапчастей» — regulatory_timeline_or_scope_research; не соответствует платной услуге «Маркировка автозапчастей в 1С»."
"seed-CORV-G07-04-core-восстановлен","восстановление работы 1с","CORV-G07-04","EXCLUDE","ACTIVE: «восстановление работы 1с» — заказ услуги «Восстановление работы 1С»; ключевые сигналы: восстановление, работы."
"kw-corv01-014","срочно программист 1с","CORV-G07-01","EXCLUDE","ACTIVE: «срочно программист 1с» — заказ услуги «Диагностика и помощь при сбое 1С»; ключевые сигналы: срочно, программист."
"seed-CORV-G05-06-core-миграция-дан","миграция данных 1с","CORV-G05-06","EXCLUDE","ACTIVE: «миграция данных 1с» — заказ услуги «Перенос данных в 1С»; ключевые сигналы: миграция, данных."
"seed-CORV-G05-06-core-перенос-данн","перенос данных в 1с","CORV-G05-06","EXCLUDE","ACTIVE: «перенос данных в 1с» — заказ услуги «Перенос данных в 1С»; ключевые сигналы: перенос, данных."
"seed-CORV-G04-01-core-расчет-себес","расчет себестоимости 1с","CORV-G04-01","EXCLUDE","ACTIVE: «расчет себестоимости 1с» — заказ услуги «Расчёт себестоимости в 1С»; ключевые сигналы: расчет, себестоимости."
"seed-CORV-G04-01-core-себестоимост","себестоимость в 1с","CORV-G04-01","EXCLUDE","ACTIVE: «себестоимость в 1с» — заказ услуги «Расчёт себестоимости в 1С»; ключевые сигналы: себестоимость."
"seed-CORV-G04-02-core-планирование","планирование закупок 1с","CORV-G04-02","EXCLUDE","ACTIVE: «планирование закупок 1с» — заказ услуги «Планирование закупок в 1С»; ключевые сигналы: планирование, закупок."
"seed-CORV-G04-03-core-платежный-ка","платежный календарь 1с","CORV-G04-03","EXCLUDE","ACTIVE: «платежный календарь 1с» — заказ услуги «Платёжный календарь в 1С»; ключевые сигналы: платежный, календарь."
"kw-corv01-disc-1600","как в 1с изменить печатную форму документа","CORV-G03-04","EXCLUDE DIY","EXCLUDE DIY: «как в 1с изменить печатную форму документа» — Самостоятельное выполнение по инструкции; не соответствует платной услуге «Доработка печатной формы 1С»."
"kw-corv01-disc-1371","внешняя печатная форма документа 1с","CORV-G03-05","EXCLUDE","ACTIVE: «внешняя печатная форма документа 1с» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: внешняя, печатная, форма, документа."
"kw-corv01-disc-1411","параметры внешней печатной формы 1с","CORV-G03-05","EXCLUDE","ACTIVE: «параметры внешней печатной формы 1с» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: параметры, внешней, печатной, формы."
"seed-CORV-G03-02-core-новый-отчет-","новый отчет 1с","CORV-G03-02","EXCLUDE","ACTIVE: «новый отчет 1с» — заказ услуги «Создание отчёта 1С»; ключевые сигналы: новый, отчет."
"kw-corv01-disc-1353","где в 1с печатные формы","CORV-G03-03","EXCLUDE","ACTIVE: «где в 1с печатные формы» — заказ услуги «Печатные формы 1С»; ключевые сигналы: где, печатные, формы."
"kw-corv01-disc-1341","добавить печатную форму в 1с","CORV-G03-03","EXCLUDE","ACTIVE: «добавить печатную форму в 1с» — заказ услуги «Печатные формы 1С»; ключевые сигналы: добавить, печатную, форму."
"kw-corv01-disc-1356","обработки печатная форма 1с","CORV-G03-03","EXCLUDE","ACTIVE: «обработки печатная форма 1с» — заказ услуги «Печатные формы 1С»; ключевые сигналы: обработки, печатная, форма."
"kw-corv01-disc-1350","параметры печатных форм 1с","CORV-G03-03","EXCLUDE","ACTIVE: «параметры печатных форм 1с» — заказ услуги «Печатные формы 1С»; ключевые сигналы: параметры, печатных, форм."
"kw-corv01-disc-1343","печатная форма 1с ут","CORV-G03-03","EXCLUDE","ACTIVE: «печатная форма 1с ут» — заказ услуги «Печатные формы 1С»; ключевые сигналы: печатная, форма."
"kw-corv01-disc-1357","печатная форма отчета 1с","CORV-G03-03","EXCLUDE","ACTIVE: «печатная форма отчета 1с» — заказ услуги «Печатные формы 1С»; ключевые сигналы: печатная, форма, отчета."
"kw-corv01-disc-1333","печатные формы 1с","CORV-G03-03","EXCLUDE","ACTIVE: «печатные формы 1с» — заказ услуги «Печатные формы 1С»; ключевые сигналы: печатные, формы."
"kw-corv01-disc-1361","печатные формы 1с бп","CORV-G03-03","EXCLUDE","ACTIVE: «печатные формы 1с бп» — заказ услуги «Печатные формы 1С»; ключевые сигналы: печатные, формы."
"kw-corv01-disc-1363","печатные формы 1с конфигуратор","CORV-G03-03","EXCLUDE","ACTIVE: «печатные формы 1с конфигуратор» — заказ услуги «Печатные формы 1С»; ключевые сигналы: печатные, формы, конфигуратор."
"kw-corv01-disc-1367","страница печатной формы 1с","CORV-G03-03","EXCLUDE","ACTIVE: «страница печатной формы 1с» — заказ услуги «Печатные формы 1С»; ключевые сигналы: страница, печатной, формы."
"kw-corv01-002","программист 1с новосибирск","CORV-G01-02","EXCLUDE","ACTIVE: «программист 1с новосибирск» — заказ услуги «Программист 1С в Новосибирске»; ключевые сигналы: программист, новосибирск."
"kw-corv01-disc-092","программисты 1с новосибирск","CORV-G01-02","EXCLUDE","ACTIVE: «программисты 1с новосибирск» — заказ услуги «Программист 1С в Новосибирске»; ключевые сигналы: программисты, новосибирск."
"seed-CORV-G01-06-core-обслуживание","обслуживание 1с для организации","CORV-G01-06","EXCLUDE","ACTIVE: «обслуживание 1с для организации» — заказ услуги «Обслуживание 1С»; ключевые сигналы: обслуживание, для, организации."
"kw-corv01-disc-661","обслуживание и сопровождение 1с","CORV-G01-06","EXCLUDE","ACTIVE: «обслуживание и сопровождение 1с» — заказ услуги «Обслуживание 1С»; ключевые сигналы: обслуживание, сопровождение."
"kw-corv01-disc-717","сопровождение и обслуживание 1с предприятие","CORV-G01-06","EXCLUDE","ACTIVE: «сопровождение и обслуживание 1с предприятие» — заказ услуги «Обслуживание 1С»; ключевые сигналы: сопровождение, обслуживание, предприятие."
"kw-corv01-disc-633","асп сопровождение 1с","CORV-G01-05","EXCLUDE","ACTIVE: «асп сопровождение 1с» — заказ услуги «Сопровождение 1С»; ключевые сигналы: асп, сопровождение."
"kw-corv01-disc-618","договор сопровождения 1с","CORV-G01-05","EXCLUDE","ACTIVE: «договор сопровождения 1с» — заказ услуги «Сопровождение 1С»; ключевые сигналы: договор, сопровождения."
"kw-corv01-disc-622","информационно технологическое сопровождение 1с","CORV-G01-05","EXCLUDE","ACTIVE: «информационно технологическое сопровождение 1с» — заказ услуги «Сопровождение 1С»; ключевые сигналы: информационно, технологическое, сопровождение."
"kw-corv01-disc-631","информационное сопровождение 1с","CORV-G01-05","EXCLUDE","ACTIVE: «информационное сопровождение 1с» — заказ услуги «Сопровождение 1С»; ключевые сигналы: информационное, сопровождение."
"kw-corv01-disc-617","казначейское сопровождение в 1с","CORV-G01-05","EXCLUDE","ACTIVE: «казначейское сопровождение в 1с» — заказ услуги «Сопровождение 1С»; ключевые сигналы: казначейское, сопровождение."
"kw-corv01-disc-627","окпд 2 сопровождение 1с","CORV-G01-05","EXCLUDE","ACTIVE: «окпд 2 сопровождение 1с» — заказ услуги «Сопровождение 1С»; ключевые сигналы: окпд, сопровождение."
"kw-corv01-disc-611","программное сопровождение 1с","CORV-G01-05","EXCLUDE","ACTIVE: «программное сопровождение 1с» — заказ услуги «Сопровождение 1С»; ключевые сигналы: программное, сопровождение."
"kw-corv01-003","сопровождение 1с","CORV-G01-05","EXCLUDE","ACTIVE: «сопровождение 1с» — заказ услуги «Сопровождение 1С»; ключевые сигналы: сопровождение."
"kw-corv01-disc-623","сопровождение 1с 8","CORV-G01-05","EXCLUDE","ACTIVE: «сопровождение 1с 8» — заказ услуги «Сопровождение 1С»; ключевые сигналы: сопровождение."
"kw-corv01-disc-615","сопровождение 1с бухгалтерия","CORV-G01-05","EXCLUDE","ACTIVE: «сопровождение 1с бухгалтерия» — заказ услуги «Сопровождение 1С»; ключевые сигналы: сопровождение, бухгалтерия."
"kw-corv01-disc-624","сопровождение 1с итс","CORV-G01-05","EXCLUDE","ACTIVE: «сопровождение 1с итс» — заказ услуги «Сопровождение 1С»; ключевые сигналы: сопровождение, итс."
"kw-corv01-disc-621","сопровождение 1с окпд","CORV-G01-05","EXCLUDE","ACTIVE: «сопровождение 1с окпд» — заказ услуги «Сопровождение 1С»; ключевые сигналы: сопровождение, окпд."
"kw-corv01-disc-610","сопровождение 1с предприятие","CORV-G01-05","EXCLUDE","ACTIVE: «сопровождение 1с предприятие» — заказ услуги «Сопровождение 1С»; ключевые сигналы: сопровождение, предприятие."
"kw-corv01-disc-616","сопровождение программных продуктов 1с","CORV-G01-05","EXCLUDE","ACTIVE: «сопровождение программных продуктов 1с» — заказ услуги «Сопровождение 1С»; ключевые сигналы: сопровождение, программных, продуктов."
"kw-corv01-disc-612","сопровождение продуктов 1с","CORV-G01-05","EXCLUDE","ACTIVE: «сопровождение продуктов 1с» — заказ услуги «Сопровождение 1С»; ключевые сигналы: сопровождение, продуктов."
"kw-corv01-disc-614","сопровождение системы 1с","CORV-G01-05","EXCLUDE","ACTIVE: «сопровождение системы 1с» — заказ услуги «Сопровождение 1С»; ключевые сигналы: сопровождение, системы."
"kw-corv01-disc-629","сопровождение учета в 1с","CORV-G01-05","EXCLUDE","ACTIVE: «сопровождение учета в 1с» — заказ услуги «Сопровождение 1С»; ключевые сигналы: сопровождение, учета."
"kw-corv01-disc-613","сопровождения программы 1с","CORV-G01-05","EXCLUDE","ACTIVE: «сопровождения программы 1с» — заказ услуги «Сопровождение 1С»; ключевые сигналы: сопровождения, программы."
"kw-corv01-disc-626","техническое сопровождение 1с","CORV-G01-05","EXCLUDE","ACTIVE: «техническое сопровождение 1с» — заказ услуги «Сопровождение 1С»; ключевые сигналы: техническое, сопровождение."
"kw-corv01-disc-620","технологическое сопровождение 1с","CORV-G01-05","EXCLUDE","ACTIVE: «технологическое сопровождение 1с» — заказ услуги «Сопровождение 1С»; ключевые сигналы: технологическое, сопровождение."
"kw-corv01-disc-619","центр сопровождения 1с","CORV-G01-05","EXCLUDE","ACTIVE: «центр сопровождения 1с» — заказ услуги «Сопровождение 1С»; ключевые сигналы: центр, сопровождения."
"seed-CORV-G01-04-core-внедрение-1с","внедрение 1с","CORV-G01-04","EXCLUDE","ACTIVE: «внедрение 1с» — заказ услуги «Внедрение 1С»; ключевые сигналы: внедрение."
"kw-corv01-disc-509","внедренцы и программисты 1с","CORV-G01-04","EXCLUDE","ACTIVE: «внедренцы и программисты 1с» — заказ услуги «Внедрение 1С»; ключевые сигналы: внедренцы, программисты."
"kw-corv01-disc-499","1с программист без образования","CORV-G01-08","EXCLUDE","ACTIVE: «1с программист без образования» — заказ услуги «Разовые работы программиста 1С»; ключевые сигналы: программист, без, образования."
"kw-corv01-disc-101","образование программист 1с","CORV-G01-08","EXCLUDE","ACTIVE: «образование программист 1с» — заказ услуги «Разовые работы программиста 1С»; ключевые сигналы: образование, программист."
"kw-corv01-disc-591","программист 1с без высшего образования","CORV-G01-08","EXCLUDE","ACTIVE: «программист 1с без высшего образования» — заказ услуги «Разовые работы программиста 1С»; ключевые сигналы: программист, без, высшего, образования."
"kw-corv01-disc-264","программист 1с высшее образование","CORV-G01-08","EXCLUDE","ACTIVE: «программист 1с высшее образование» — заказ услуги «Разовые работы программиста 1С»; ключевые сигналы: программист, высшее, образование."
"seed-CORV-G01-08-core-разовые-рабо","разовые работы 1с","CORV-G01-08","EXCLUDE","ACTIVE: «разовые работы 1с» — заказ услуги «Разовые работы программиста 1С»; ключевые сигналы: разовые, работы."
"kw-corv01-disc-036","вопрос программисту 1с","CORV-G01-01","EXCLUDE INFORMATIONAL","EXCLUDE INFORMATIONAL: «вопрос программисту 1с» — qa_forum_style_not_hire_intent; не соответствует платной услуге «Услуги программиста 1С для организаций»."
"kw-corv01-disc-041","задание программисту 1с","CORV-G01-01","EXCLUDE","ACTIVE: «задание программисту 1с» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: задание, программисту."
"kw-corv01-disc-054","задачи 1с программиста","CORV-G01-01","EXCLUDE","ACTIVE: «задачи 1с программиста» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: задачи, программиста."
"kw-corv01-disc-052","найти программиста 1с","CORV-G01-01","EXCLUDE","ACTIVE: «найти программиста 1с» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: найти, программиста."
"kw-corv01-disc-050","нужен программист 1с","CORV-G01-01","EXCLUDE","ACTIVE: «нужен программист 1с» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: нужен, программист."
"kw-corv01-disc-062","отзыв программисту 1с","CORV-G01-01","EXCLUDE","ACTIVE: «отзыв программисту 1с» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: отзыв, программисту."
"kw-corv01-disc-060","программа программист 1с","CORV-G01-01","EXCLUDE","ACTIVE: «программа программист 1с» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: программа, программист."
"kw-corv01-001","программист 1с","CORV-G01-01","EXCLUDE","ACTIVE: «программист 1с» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: программист."
"kw-corv01-disc-056","программист 1с предприятие","CORV-G01-01","EXCLUDE","ACTIVE: «программист 1с предприятие» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: программист, предприятие."
"kw-corv01-disc-026","программист 1с удаленно","CORV-G01-01","EXCLUDE","ACTIVE: «программист 1с удаленно» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: программист, удаленно."
"kw-corv01-disc-061","программист аналитик 1с","CORV-G01-01","EXCLUDE","ACTIVE: «программист аналитик 1с» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: программист, аналитик."
"kw-corv01-disc-038","программист разработчик 1с","CORV-G01-01","EXCLUDE","ACTIVE: «программист разработчик 1с» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: программист, разработчик."
"kw-corv01-disc-048","программисты 1с спб","CORV-G01-01","EXCLUDE","ACTIVE: «программисты 1с спб» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: программисты, спб."
"kw-corv01-disc-053","работать программистом 1с","CORV-G01-01","EXCLUDE","ACTIVE: «работать программистом 1с» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: работать, программистом."
"kw-corv01-disc-064","сколько зарабатывает программист 1с","CORV-G01-01","EXCLUDE","ACTIVE: «сколько зарабатывает программист 1с» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: сколько, зарабатывает, программист."
"kw-corv01-disc-033","сколько программистов 1с","CORV-G01-01","EXCLUDE","ACTIVE: «сколько программистов 1с» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: сколько, программистов."
"kw-corv01-disc-042","стал программистом 1с","CORV-G01-01","EXCLUDE","ACTIVE: «стал программистом 1с» — заказ услуги «Услуги программиста 1С для организаций»; ключевые сигналы: стал, программистом."
