finding_id,severity,category,url,url_family,status_code,indexability,canonical,title,description,h1,inlinks,sitemap,issue,evidence,decision_type,recommended_action
CANON-MISSING,MEDIUM,CANONICAL,https://i-seo.su/cases/aviasolution.html,static,200,True,,SEO Кейс Aviasolution - Поставщик авиазапчастей | INTLSEO,"Aviasolution — компания, занимающаяся поставкой авиазапчастей, обратилась к нам с задачей улучшить свою видимость в поисковых системах по всей России и увеличить количество заказов. Мы оптимизировали сайт, внедрили стратегии контент-маркетинга и SEO-продвижения, что позволило компании значительно повысить свои позиции и привлечь новых клиентов.",Поставщик авиазапчастей Aviasolution,38,True,Missing canonical on content-like 200 pages,count=206,SEO_DECISION,Add self-referencing canonical on templates
CANON-MISSING,MEDIUM,CANONICAL,https://i-seo.su/cases/belkhoum.html,static,200,True,,SEO Кейс Online-магазина мебели из Белорусии | INTLSEO,"Интернет-магазин белорусской мебели Belhome поставил задачу увеличить количество заказов и улучшить видимость в поисковых системах по Москве. Для достижения этой цели мы оптимизировали сайт, настроили обновление ассортимента и цен, настроили выгрузку товаров на маркет-плейсы.",Интернет-магазин белорусской мебели,38,True,Missing canonical on content-like 200 pages,count=206,SEO_DECISION,Add self-referencing canonical on templates
CANON-MISSING,MEDIUM,CANONICAL,https://i-seo.su/cases/corsini.html,static,200,True,,SEO Кейс Corsini - Online-магазин бытовой техники | INTLSEO,"Широкий ассортимент качественной бытовой техники от Corsini и удобство покупок делают магазин привлекательным для покупателей. Мы оптимизировали сайт, настроили выгрузку товаров в Яндекс Маркет и обеспечили интернет-мегазин трафиком.",Online-магазин бытовой техники corsini,38,True,Missing canonical on content-like 200 pages,count=206,SEO_DECISION,Add self-referencing canonical on templates
CANON-MISSING,MEDIUM,CANONICAL,https://i-seo.su/cases/driveavenue.html,static,200,True,,Кейс: сайт автосалона Drive Avenue | INTLSEO,Для улучшения видимости в поиске и ривлечения трафика мы оптимизировали сайт и разработали эффективные маркетинговые стратегии.,Автосалон Drive Avenue,21,True,Missing canonical on content-like 200 pages,count=206,SEO_DECISION,Add self-referencing canonical on templates
CANON-MISSING,MEDIUM,CANONICAL,https://i-seo.su/cases/drnicole.html,static,200,True,,SEO Кейс Asteri Healing Arts - Доктор натуропат (США) | INTLSEO,"Проект Asteri Healing Arts, созданный доктором-натуропатом Николь Шустерман в США, пришел к нам за сайтом и сопровожлдением. Благодаря такой стратегии он начал получать траффик со второго месяца. Также наши усилия были направлены на разработку эффективных маркетинговых стратегий.",Доктор натуропат Asteri Healing Arts,39,True,Missing canonical on content-like 200 pages,count=206,SEO_DECISION,Add self-referencing canonical on templates
CANON-MISSING,MEDIUM,CANONICAL,https://i-seo.su/cases/fabric-st.html,static,200,True,,SEO Кейс Fabric-St - Мебельная премиум фабрика | INTLSEO,Для улучшения видимости в поиске и ривлечения трафика мы оптимизировали сайт и разработали эффективные маркетинговые стратегии. Высокое качество и эксклюзивный дизайн мебели делают продукцию Fabric-St востребованной среди ценителей премиум-класса.,Мебельная премиум фабрика fabric-st,43,True,Missing canonical on content-like 200 pages,count=206,SEO_DECISION,Add self-referencing canonical on templates
CANON-MISSING,MEDIUM,CANONICAL,https://i-seo.su/cases/fabrika-eko.html,static,200,True,,SEO Кейс Fabrika-Eko - online-магазин мебели | INTLSEO,"Для увеличения заказов было необходимо привлечь больше клиентов, оптимизировать сайт и разработать эффективные маркетинговые стратегии. Высокое качество мебели и устойчивые экологические стандарты делают продукцию Fabrika-Eko востребованной и конкурентоспособной на рынке.",online-магазин мебели fabrika-eko,133,True,Missing canonical on content-like 200 pages,count=206,SEO_DECISION,Add self-referencing canonical on templates
CANON-MISSING,MEDIUM,CANONICAL,https://i-seo.su/cases/iluve-me.html,static,200,True,,SEO Кейс iLuvMe (Дубай) - Премиальный салон красоты | INTLSEO,"Оптимизация сайта на Tilda и разработка эффективных маркетинговых стратегий помогли привлечь больше клиентов, повысить позиции в поиске и сделать услуги салона iLuvMe более востребованными среди жителей и гостей Дубая.",Премиальный салон красоты iLuvMe,40,True,Missing canonical on content-like 200 pages,count=206,SEO_DECISION,Add self-referencing canonical on templates
CANON-MISSING,MEDIUM,CANONICAL,https://i-seo.su/cases/institut-zdorovia.html,static,200,True,,Кейс: АНО ДПО «Институт Здоровья» | INTLSEO,"Для продвижения необходимо было усилить контент, повысить авторитет сайта и привлечь новых клиентов через стратегическую SEO-оптимизацию.",АНО ДПО «Институт Здоровья»,3,True,Missing canonical on content-like 200 pages,count=206,SEO_DECISION,Add self-referencing canonical on templates
CANON-MISSING,MEDIUM,CANONICAL,https://i-seo.su/cases/krokus.html,static,200,True,,SEO Кейс Crocus Fitness - Сеть фитнес центров | INTLSEO,"Оптимизация сайта и разработка эффективных маркетинговых стратегий помогут привлечь больше клиентов и повысить позиции в поиске, делая фитнес-услуги Crocus Fitness более доступными и востребованными.",Сеть фитнес центров Crocus fitness,167,True,Missing canonical on content-like 200 pages,count=206,SEO_DECISION,Add self-referencing canonical on templates
CANON-MISSING,MEDIUM,CANONICAL,https://i-seo.su/cases/line-sport.html,static,200,True,,SEO Кейс Line-Sport - Поставщик спортивного оборудования | INTLSEO,"ООО «Лайн-Спорт» занимается выпуском спортивной продукции, соответствующей международным стандартам качества. Оптимизация сайта и эффективные маркетинговые стратегии помогут привлечь больше клиентов и повысить позиции в поиске.",Поставщик спорт оборудования line-sport,136,True,Missing canonical on content-like 200 pages,count=206,SEO_DECISION,Add self-referencing canonical on templates
CANON-MISSING,MEDIUM,CANONICAL,https://i-seo.su/cases/magdalina.html,static,200,True,,SEO Кейс Иван Магдалина - Сайт Пластического хирурга | INTLSEO,"Приоритетным направлением работы пластического хирурга Ивана Магдалины являются эстетические операции на груди, включая как простые процедуры, так и сложные реконструкции железы и восстановления соска и ареолы. Оптимизация сайта и разработка эффективных маркетинговых стратегий помогли достигнуть отличных результатов.",Иван Магдалина - Пластический хирург,38,True,Missing canonical on content-like 200 pages,count=206,SEO_DECISION,Add self-referencing canonical on templates
CANON-MISSING,MEDIUM,CANONICAL,https://i-seo.su/cases/makita.html,static,200,True,,SEO Кейс Online-магазина инструментов Makita | INTLSEO,"Online-магазин инструментов Makita обозначил свою основную задачу так: увеличить количество заказов через сайт и улучшить видимость в поисковых системах по Москве и МО. Для достижения этой цели необходимо оптимизировать сайт, привлечь больше клиентов и разработать эффективные маркетинговые стратегии, направленные на улучшение позиций в поиске.",Online-магазин инструментов Makita,180,True,Missing canonical on content-like 200 pages,count=206,SEO_DECISION,Add self-referencing canonical on templates
CANON-MISSING,MEDIUM,CANONICAL,https://i-seo.su/cases/maltipoo-honey-club.html,static,200,True,,SEO Кейс Питомника премиальных собак Мальтипу | INTLSEO,"Питомник премиальной породы собак Мальтипу поставил перед INTLSEO четкую задачу: увеличить количество заказов через сайт и улучшить видимость в поисковых системах по Москве. Для достижения этой цели было необходимо привлечь больше клиентов, оптимизировать сайт и разработать эффективные маркетинговые стратегии для повышения позиций в поиске.",Питомник премиальных собак Мальтипу,51,True,Missing canonical on content-like 200 pages,count=206,SEO_DECISION,Add self-referencing canonical on templates
CANON-MISSING,MEDIUM,CANONICAL,https://i-seo.su/cases/podoexpert.html,static,200,True,,"Кейс: Центр подологии, ортопедии и дерматологии «ПодоЭксперт» | INTLSEO","Для продвижения клиники «ПодоЭксперт» мы провели полную SEO-оптимизацию, усилили структуру и контент сайта, увеличили видимость в поиске и привлекли новых клиентов через органический трафик.",Центр подологии «ПодоЭксперт»,1,True,Missing canonical on content-like 200 pages,count=206,SEO_DECISION,Add self-referencing canonical on templates
CANON-MISSING,MEDIUM,CANONICAL,https://i-seo.su/cases/ptipti.html,static,200,True,,Кейс: Онлайн-магазин детских товаров Ptipti | INTLSEO,"Для продвижения онлайн-магазина «Ptipti» мы оптимизировали сайт, усилили SEO-структуру и обеспечили рост видимости в поиске для привлечения новых покупателей со всей России.",Онлайн-магазин детских товаров «Ptipti»,4,True,Missing canonical on content-like 200 pages,count=206,SEO_DECISION,Add self-referencing canonical on templates
CANON-MISSING,MEDIUM,CANONICAL,https://i-seo.su/cases/ro-stroj.html,static,200,True,,Кейс: Строительство домов и гаражей от компании «АСД» | INTLSEO,"Для продвижения сайта компании «АСД» мы улучшили структуру, усилили SEO-контент и ссылочный профиль, что позволило привлечь больше клиентов и занять высокие позиции в поиске.",«АСД» - Арт Строй Дизайн,1,True,Missing canonical on content-like 200 pages,count=206,SEO_DECISION,Add self-referencing canonical on templates
CANON-MISMATCH,MEDIUM,CANONICAL,https://i-seo.su/blog/,blog,200,True,https://i-seo.su/blog,Блог - INTLSEO Studio,"Актуальные статьи о SEO, GEO-продвижении в AI, кейсах клиентов и технической оптимизации сайтов от экспертов агентства INTLSEO Studio. Новости и разборы digital-маркетинга.",Блог,0,True,Canonical differs from request URL,count=120,SEO_DECISION,Align preferred URL and canonical
CANON-MISMATCH,MEDIUM,CANONICAL,https://i-seo.su/blog?sort=date-asc,blog,200,True,https://i-seo.su/blog,Блог - INTLSEO Studio,"Актуальные статьи о SEO, GEO-продвижении в AI, кейсах клиентов и технической оптимизации сайтов от экспертов агентства INTLSEO Studio. Новости и разборы digital-маркетинга.",Блог,41,False,Canonical differs from request URL,count=120,SEO_DECISION,Align preferred URL and canonical
CANON-MISMATCH,MEDIUM,CANONICAL,https://i-seo.su/blog?sort=date-desc,blog,200,True,https://i-seo.su/blog,Блог - INTLSEO Studio,"Актуальные статьи о SEO, GEO-продвижении в AI, кейсах клиентов и технической оптимизации сайтов от экспертов агентства INTLSEO Studio. Новости и разборы digital-маркетинга.",Блог,22,False,Canonical differs from request URL,count=120,SEO_DECISION,Align preferred URL and canonical
CANON-MISMATCH,MEDIUM,CANONICAL,https://i-seo.su/blog?sort=popular-asc,blog,200,True,https://i-seo.su/blog,Блог - INTLSEO Studio,"Актуальные статьи о SEO, GEO-продвижении в AI, кейсах клиентов и технической оптимизации сайтов от экспертов агентства INTLSEO Studio. Новости и разборы digital-маркетинга.",Блог,18,False,Canonical differs from request URL,count=120,SEO_DECISION,Align preferred URL and canonical
CANON-MISMATCH,MEDIUM,CANONICAL,https://i-seo.su/blog?sort=popular-desc,blog,200,True,https://i-seo.su/blog,Блог - INTLSEO Studio,"Актуальные статьи о SEO, GEO-продвижении в AI, кейсах клиентов и технической оптимизации сайтов от экспертов агентства INTLSEO Studio. Новости и разборы digital-маркетинга.",Блог,45,False,Canonical differs from request URL,count=120,SEO_DECISION,Align preferred URL and canonical
CANON-MISMATCH,MEDIUM,CANONICAL,https://i-seo.su/blog?sort=rating-asc,blog,200,True,https://i-seo.su/blog,Блог - INTLSEO Studio,"Актуальные статьи о SEO, GEO-продвижении в AI, кейсах клиентов и технической оптимизации сайтов от экспертов агентства INTLSEO Studio. Новости и разборы digital-маркетинга.",Блог,18,False,Canonical differs from request URL,count=120,SEO_DECISION,Align preferred URL and canonical
CANON-MISMATCH,MEDIUM,CANONICAL,https://i-seo.su/blog?sort=rating-desc,blog,200,True,https://i-seo.su/blog,Блог - INTLSEO Studio,"Актуальные статьи о SEO, GEO-продвижении в AI, кейсах клиентов и технической оптимизации сайтов от экспертов агентства INTLSEO Studio. Новости и разборы digital-маркетинга.",Блог,45,False,Canonical differs from request URL,count=120,SEO_DECISION,Align preferred URL and canonical
CANON-MISMATCH,MEDIUM,CANONICAL,https://i-seo.su/blog?tags=ai,blog,200,True,https://i-seo.su/blog,Блог - INTLSEO Studio,"Актуальные статьи о SEO, GEO-продвижении в AI, кейсах клиентов и технической оптимизации сайтов от экспертов агентства INTLSEO Studio. Новости и разборы digital-маркетинга.",Блог,34,False,Canonical differs from request URL,count=120,SEO_DECISION,Align preferred URL and canonical
CANON-MISMATCH,MEDIUM,CANONICAL,https://i-seo.su/blog?tags=ai&sort=date-asc,blog,200,True,https://i-seo.su/blog,Блог - INTLSEO Studio,"Актуальные статьи о SEO, GEO-продвижении в AI, кейсах клиентов и технической оптимизации сайтов от экспертов агентства INTLSEO Studio. Новости и разборы digital-маркетинга.",Блог,19,False,Canonical differs from request URL,count=120,SEO_DECISION,Align preferred URL and canonical
CANON-MISMATCH,MEDIUM,CANONICAL,https://i-seo.su/blog?tags=ai&sort=date-desc,blog,200,True,https://i-seo.su/blog,Блог - INTLSEO Studio,"Актуальные статьи о SEO, GEO-продвижении в AI, кейсах клиентов и технической оптимизации сайтов от экспертов агентства INTLSEO Studio. Новости и разборы digital-маркетинга.",Блог,22,False,Canonical differs from request URL,count=120,SEO_DECISION,Align preferred URL and canonical
CANON-MISMATCH,MEDIUM,CANONICAL,https://i-seo.su/blog?tags=ai&sort=popular-asc,blog,200,True,https://i-seo.su/blog,Блог - INTLSEO Studio,"Актуальные статьи о SEO, GEO-продвижении в AI, кейсах клиентов и технической оптимизации сайтов от экспертов агентства INTLSEO Studio. Новости и разборы digital-маркетинга.",Блог,18,False,Canonical differs from request URL,count=120,SEO_DECISION,Align preferred URL and canonical
CANON-MISMATCH,MEDIUM,CANONICAL,https://i-seo.su/blog?tags=ai&sort=popular-desc,blog,200,True,https://i-seo.su/blog,Блог - INTLSEO Studio,"Актуальные статьи о SEO, GEO-продвижении в AI, кейсах клиентов и технической оптимизации сайтов от экспертов агентства INTLSEO Studio. Новости и разборы digital-маркетинга.",Блог,23,False,Canonical differs from request URL,count=120,SEO_DECISION,Align preferred URL and canonical
CANON-MISMATCH,MEDIUM,CANONICAL,https://i-seo.su/blog?tags=ai&sort=rating-asc,blog,200,True,https://i-seo.su/blog,Блог - INTLSEO Studio,"Актуальные статьи о SEO, GEO-продвижении в AI, кейсах клиентов и технической оптимизации сайтов от экспертов агентства INTLSEO Studio. Новости и разборы digital-маркетинга.",Блог,18,False,Canonical differs from request URL,count=120,SEO_DECISION,Align preferred URL and canonical
CANON-MISMATCH,MEDIUM,CANONICAL,https://i-seo.su/blog?tags=ai&sort=rating-desc,blog,200,True,https://i-seo.su/blog,Блог - INTLSEO Studio,"Актуальные статьи о SEO, GEO-продвижении в AI, кейсах клиентов и технической оптимизации сайтов от экспертов агентства INTLSEO Studio. Новости и разборы digital-маркетинга.",Блог,23,False,Canonical differs from request URL,count=120,SEO_DECISION,Align preferred URL and canonical
CANON-MISMATCH,MEDIUM,CANONICAL,https://i-seo.su/blog?tags=analitika,blog,200,True,https://i-seo.su/blog,Блог - INTLSEO Studio,"Актуальные статьи о SEO, GEO-продвижении в AI, кейсах клиентов и технической оптимизации сайтов от экспертов агентства INTLSEO Studio. Новости и разборы digital-маркетинга.",Блог,34,False,Canonical differs from request URL,count=120,SEO_DECISION,Align preferred URL and canonical
CANON-MISMATCH,MEDIUM,CANONICAL,https://i-seo.su/blog?tags=analitika&sort=date-asc,blog,200,True,https://i-seo.su/blog,Блог - INTLSEO Studio,"Актуальные статьи о SEO, GEO-продвижении в AI, кейсах клиентов и технической оптимизации сайтов от экспертов агентства INTLSEO Studio. Новости и разборы digital-маркетинга.",Блог,19,False,Canonical differs from request URL,count=120,SEO_DECISION,Align preferred URL and canonical
CANON-MISMATCH,MEDIUM,CANONICAL,https://i-seo.su/blog?tags=analitika&sort=date-desc,blog,200,True,https://i-seo.su/blog,Блог - INTLSEO Studio,"Актуальные статьи о SEO, GEO-продвижении в AI, кейсах клиентов и технической оптимизации сайтов от экспертов агентства INTLSEO Studio. Новости и разборы digital-маркетинга.",Блог,22,False,Canonical differs from request URL,count=120,SEO_DECISION,Align preferred URL and canonical
CANON-MISMATCH,MEDIUM,CANONICAL,https://i-seo.su/blog?tags=analitika&sort=popular-asc,blog,200,True,https://i-seo.su/blog,Блог - INTLSEO Studio,"Актуальные статьи о SEO, GEO-продвижении в AI, кейсах клиентов и технической оптимизации сайтов от экспертов агентства INTLSEO Studio. Новости и разборы digital-маркетинга.",Блог,18,False,Canonical differs from request URL,count=120,SEO_DECISION,Align preferred URL and canonical
CANON-MISMATCH,MEDIUM,CANONICAL,https://i-seo.su/blog?tags=analitika&sort=popular-desc,blog,200,True,https://i-seo.su/blog,Блог - INTLSEO Studio,"Актуальные статьи о SEO, GEO-продвижении в AI, кейсах клиентов и технической оптимизации сайтов от экспертов агентства INTLSEO Studio. Новости и разборы digital-маркетинга.",Блог,23,False,Canonical differs from request URL,count=120,SEO_DECISION,Align preferred URL and canonical
CANON-MISMATCH,MEDIUM,CANONICAL,https://i-seo.su/blog?tags=analitika&sort=rating-asc,blog,200,True,https://i-seo.su/blog,Блог - INTLSEO Studio,"Актуальные статьи о SEO, GEO-продвижении в AI, кейсах клиентов и технической оптимизации сайтов от экспертов агентства INTLSEO Studio. Новости и разборы digital-маркетинга.",Блог,18,False,Canonical differs from request URL,count=120,SEO_DECISION,Align preferred URL and canonical
CANON-MISMATCH,MEDIUM,CANONICAL,https://i-seo.su/blog?tags=analitika&sort=rating-desc,blog,200,True,https://i-seo.su/blog,Блог - INTLSEO Studio,"Актуальные статьи о SEO, GEO-продвижении в AI, кейсах клиентов и технической оптимизации сайтов от экспертов агентства INTLSEO Studio. Новости и разборы digital-маркетинга.",Блог,23,False,Canonical differs from request URL,count=120,SEO_DECISION,Align preferred URL and canonical
